club,name,position,age,overall,nationality,image
Guarani,Araujo Madison,MC MD,24,66,Brazil,wiki/missing_player.jpg
Guarani,Vieira Marcinho,MEI MC,27,65,Brazil,wiki/102051.png
Guarani,Mateus Ludke,LD,22,65,Brazil,wiki/missing_player.jpg
Guarani,Richard Rios,MC,22,65,Colombia,wiki/108639.png
Guarani,Da Silva Eliel,LE ZAG,21,65,Brazil,wiki/missing_player.jpg
Guarani,Pereira Renanzinho,PE ATA,21,64,Brazil,wiki/missing_player.jpg
Guarani,Eduardo Person,MC MD,25,64,Brazil,wiki/missing_player.jpg
Guarani,Joao Titi,ZAG,20,62,Brazil,wiki/missing_player.jpg
Guarani,Joao Lopes,GOL,26,62,Brazil,wiki/99838.png
Guarani,Matheus Souza,ATA ATA,22,62,Brazil,wiki/missing_player.jpg
Guarani,Caio Henrique,MC,21,59,Brazil,wiki/missing_player.jpg
Guarani,Lucas Cardoso,GOL,21,57,Brazil,wiki/missing_player.jpg
Juventude,Rafael Forster,LE,32,74,Brazil,wiki/72041.png
Juventude,Alves Jadson,MC MD,29,74,Brazil,wiki/58678.png
Juventude,Ricardo Bueno,ATA,35,74,Brazil,wiki/45539.png
Juventude,Renato Chaves,ZAG,32,73,Brazil,wiki/41187.png
Juventude,William Matheus,MD LE ZAG,32,72,Brazil,wiki/34203.png
Juventude,Cesar Reis,GOL,27,72,Brazil,wiki/94128.png
Juventude,Jean Irmer,MC MD,28,72,Brazil,wiki/78199.png
Juventude,Prezotti Marlon,MC MEI MD,32,72,Brazil,wiki/102149.png
Juventude,Paulo Miranda,LD,34,72,Brazil,wiki/51170.png
Juventude,Joao Capixaba,PE ATA,25,72,Brazil,wiki/87043.png
Juventude,Kim Chico,PE MEI,31,72,South Korea,wiki/73868.png
Juventude,Paulo Henrique,MD MC PD ZAG,26,71,Brazil,wiki/114567.png
Juventude,Ataide Elton,MC MD,32,70,Brazil,wiki/51127.png
Juventude,Vitor Gabriel,ATA,22,70,Brazil,wiki/97764.png
Juventude,Danilo Boza,LD,24,70,Brazil,wiki/missing_player.jpg
Juventude,Felipe Carvalho,ZAG,29,70,Uruguay,wiki/80017.png
Juventude,Anderson Leite,MC MD,29,69,Brazil,wiki/104722.png
Juventude,Jose Pegorari,GOL,31,67,Brazil,wiki/102901.png
Juventude,Rafael Rech,MEI MC,20,65,Brazil,wiki/127250.png
Juventude,Gabriel Tota,MEI MC,21,65,Brazil,wiki/127304.png
Juventude,Kempf Dudu,MD LD ZAG,20,62,Brazil,wiki/missing_player.jpg
Juventude,Sandim Kelvin,ZAG,22,57,Brazil,wiki/114565.png
Juventude,Assmann William,GOL,24,57,Brazil,wiki/missing_player.jpg
Naútico,Elierce Souza,MC MD,34,72,Brazil,wiki/39562.jpg
Naútico,Victor Ferraz,MD LD ZAG,34,70,Brazil,wiki/45741.png
Naútico,Santos Geuvânio,PE ATA,30,70,Brazil,wiki/61416.png
Naútico,Tosatti Regis,ATA ATA,24,68,Brazil,wiki/101131.png
Naútico,Richard Franco,MEI MC,30,67,Paraguay,wiki/95314.png
Naútico,Aulim Djavan,MD MC LD,27,67,Brazil,wiki/missing_player.jpg
Naútico,Santos Carlao,ZAG,21,67,Brazil,wiki/missing_player.jpg
Naútico,Matheus Trindade,MC MD,26,65,Brazil,wiki/missing_player.jpg
Naútico,Julio Rodrigues,ATA,21,65,Brazil,wiki/missing_player.jpg
Naútico,Leo Passos,ATA ATA,23,65,Brazil,wiki/98251.png
Naútico,Almeida Thassio,MD LD ZAG,22,65,Brazil,wiki/115626.png
Naútico,Mascarenhas Bryan,MD LD MEI ZAG,26,65,Brazil,wiki/missing_player.jpg
Naútico,Bruno Ferreira,GOL,28,62,Brazil,wiki/missing_player.jpg
Naútico,Vieira Álvaro,ATA,25,60,Brazil,wiki/missing_player.jpg
Naútico,Batista Renan,GOL,24,57,Brazil,wiki/missing_player.jpg
Naútico,Felipe Cabeleira,MEI,20,57,Brazil,wiki/missing_player.jpg
Naútico,Lucas Paraiba,MEI,24,57,Brazil,wiki/missing_player.jpg
Paraná,Nascimento Gustavinho,ATA MEI,29,71,Brazil,wiki/72034.png
Paraná,Deivdy Reis,ATA,34,70,Brazil,wiki/47771.jpg
Paraná,Luiz Felipe,GOL,38,69,Brazil,wiki/27984.png
Paraná,Washington Ramirez,MC MD,35,69,Brazil,wiki/61405_1349406793.jpg
Paraná,Moises Gaucho,MC MD,28,68,Brazil,wiki/82330.jpg
Paraná,Salatiel Nininho,MD LD ZAG,30,68,Brazil,wiki/78239.jpg
Paraná,Anjos Ramires,MC MD,35,67,Brazil,wiki/77937.png
Paraná,Veiga Djair,MC MD,31,66,Brazil,wiki/51189_1315917247.jpg
Paraná,Bruno Grassi,GOL,35,66,Brazil,wiki/39262.png
Paraná,Luiz Meneses,MC MD,26,65,Brazil,wiki/82240.png
Paraná,Hugo Sanches,MD MC PD ZAG,28,65,Brazil,wiki/80219.jpg
Paraná,Oliveira Evandro,MD LE ZAG,25,65,Brazil,wiki/86944.png
Paraná,Regis Souza,MD MC LD,33,65,Brazil,wiki/68832.png
Paraná,Jean Moser,PE ATA,29,65,Brazil,wiki/63133.png
Paraná,Bairros Danilinho,PE MEI,35,65,Brazil,wiki/28010.jpg
Paraná,Fabio Neves,ATA MEI,36,65,Brazil,wiki/41288.jpg
Paraná,Menezes Thiaguinho,ATA,32,63,Brazil,wiki/missing_player.jpg
Paraná,Danilo Santos,LE ZAG,31,60,Brazil,wiki/missing_player.jpg
Paraná,Douglas Araujo,MC MD,23,59,Brazil,wiki/missing_player.jpg
Paraná,Koerich Odivan,ZAG,23,57,Brazil,wiki/missing_player.jpg
Paraná,Janderson Maia,MEI MC,28,57,Brazil,wiki/missing_player.jpg
Ponte Preta,Brito Lucca,ATA MEI,32,75,Brazil,wiki/55253.png
Ponte Preta,Cardoso Éverton,PE ATA,34,74,Brazil,wiki/27932.png
Ponte Preta,Santos Mailton,MD LD ZAG,24,72,Brazil,wiki/104763.png
Ponte Preta,Araujo Élvis,MEI MC,32,72,Brazil,wiki/44153.jpg
Ponte Preta,Fabio Sanches,ZAG,32,70,Brazil,wiki/54214.png
Ponte Preta,Junior Tavares,LE MC MEI ZAG,26,70,Brazil,wiki/79977.png
Ponte Preta,Lucas Ribamar,ATA,25,70,Brazil,wiki/86765.png
Ponte Preta,Neto Norberto,MD LD ZAG,32,70,Brazil,wiki/73609.png
Ponte Preta,Batista Artur,MD MC PE ZAG,28,70,Brazil,wiki/86496.jpg
Ponte Preta,Beltrame Wesley,MEI MC,35,69,Brazil,wiki/28000.png
Ponte Preta,Caique Franca,GOL,27,68,Brazil,wiki/85139.png
Ponte Preta,Thiago Lopes,ZAG,20,68,Brazil,wiki/missing_player.jpg
Ponte Preta,Leo Naldi,MC MD,21,68,Brazil,wiki/123777.png
Ponte Preta,Sousa Rithely,MC MEI MD,31,67,Brazil,wiki/42702.png
Ponte Preta,Felipe Amaral,MC MEI MD,19,67,Brazil,wiki/missing_player.jpg
Ponte Preta,Cassinho Gabriel,MEI MC,30,67,Brazil,wiki/64339_1360266051.jpg
Ponte Preta,Bruno Alves,ATA ATA,30,67,Brazil,wiki/missing_player.jpg
Ponte Preta,Jean Carlos,MD LE ZAG,20,66,Brazil,wiki/missing_player.jpg
Ponte Preta,Silva Bernardo,MD LD ZAG,26,65,Brazil,wiki/missing_player.jpg
Ponte Preta,Ygor Vinhas,GOL,28,65,Brazil,wiki/missing_player.jpg
Ponte Preta,Gustavo Cipriano,ZAG,21,62,Brazil,wiki/101739.png
Sport,Jose Sabino,ZAG,26,74,Brazil,wiki/102477.png
Sport,Rafael Thyere,ZAG,29,74,Brazil,wiki/73910.png
Sport,Bortolotto Sander,MD LE ZAG,32,74,Brazil,wiki/81442.png
Sport,Farias Wanderson,PE MEI,35,74,Bulgaria,wiki/68938.png
Sport,Vagner Love,ATA,38,74,Brazil,wiki/3371.png
Sport,Matos Denis,GOL,35,72,Brazil,wiki/39774.jpg
Sport,Silva Ronaldo,MC MD,28,71,Brazil,wiki/73897.jpg
Sport,Jacinto Ezequiel,MD LD ZAG,29,70,Brazil,wiki/62928.png
Sport,Carlos Eduardo,MD LD ZAG,36,70,Brazil,wiki/30457.jpg
Sport,Luciano Juba,MD MC PE ZAG,23,70,Brazil,wiki/104703.png
Sport,Ray Vanegas,ATA ATA,29,70,Colombia,wiki/64502.png
Sport,Ferreira Saulo,GOL,27,70,Brazil,wiki/87017.png
Sport,Thiago Lopes,MD MC LD,26,70,Brazil,wiki/82247.jpg
Sport,Kayke Rodrigues,ATA MEI,34,70,Brazil,wiki/28043.png
Sport,Facundo Labandeira,ATA ATA,26,70,Uruguay,wiki/89666.png
Sport,Diogenes Ewerthon,MD LD ZAG,22,69,Brazil,wiki/104284.png
Sport,Neto Chico,LE,24,68,Brazil,wiki/104283.png
Sport,Bruno Matias,MC MD,23,68,Brazil,wiki/missing_player.jpg
Sport,Fabio Alemao,ZAG,26,66,Brazil,wiki/94278.png
Sport,Gustavo Coutinho,ATA,23,65,Brazil,wiki/114579.png
Sport,Carlos Eduardo,GOL,30,65,Brazil,wiki/104282.png
Sport,Joao Igor,MC MEI MD,26,65,Brazil,wiki/104285.png
Sport,Ale Santos,MD MC ZAG,23,62,Brazil,wiki/104704.png
Sport,Flavio Souza,ATA,21,60,Brazil,wiki/missing_player.jpg
Sport,Helber Italo,MC MD,20,59,Brazil,wiki/105083.png
Sport,Silva Pedrao,ZAG,22,59,Brazil,wiki/missing_player.jpg
Sport,Lira Elias,MD LD ZAG,23,59,Brazil,wiki/99116.png
Vasco,Leo Pele,LE LE,26,77,Brazil,wiki/90538.png
Vasco,Lucas Piton,MD MC PE ZAG,22,77,Brazil,wiki/102302.png
Vasco,Pedro Raul,ATA,26,77,Brazil,wiki/103833.png
Vasco,Alex Teixeira,ATA ATA,33,77,Brazil,wiki/32901.png
Vasco,Leo Matos,MD LD ZAG,36,75,Brazil,wiki/27933.jpg
Vasco,Ânderson Nene,PE MEI,41,75,Brazil,wiki/2704.png
Vasco,Fraga Edimar,MD LE ZAG,36,75,Brazil,wiki/33390.png
Vasco,Gabriel Dias,MD MC LD,28,74,Brazil,wiki/75053.png
Vasco,Ze Gabriel,MD MC ZAG,23,74,Brazil,wiki/102298.png
Vasco,Andrey Santos,MC MD,18,72,Brazil,wiki/missing_player.jpg
Vasco,Patrick de Lucca,MD MC LD,22,72,Brazil,wiki/113096.png
Vasco,Bruno Nazario,ATA ATA MC,27,72,Brazil,wiki/66378.png
Vasco,Anderson Conceicao,ZAG,33,72,Brazil,wiki/51333.jpg
Vasco,Matheus Ribeiro,MD LD LE,29,72,Brazil,wiki/82284.png
Vasco,Carlos Palacios,ATA ATA,22,72,Chile,wiki/100631.png
Vasco,Farias Vanderlei,GOL,38,70,Brazil,wiki/32706.png
Vasco,Matias Galarza,MC MD,20,70,Paraguay,wiki/115633.png
Vasco,Matheus Barbosa,VOL LD,28,70,Brazil,wiki/102102.png
Vasco,Lucas Figueiredo,ATA MEI,21,70,Brazil,wiki/104757.png
Vasco,Thiago Rodrigues,GOL,34,70,Brazil,wiki/47654.png
Vasco,Gabriel Pec,MEI MD,21,70,Brazil,wiki/104244.png
Vasco,Vinicius Paiva,ATA MEI,21,68,Brazil,wiki/104245.png
Vasco,Tiago Reis,ATA,23,68,Brazil,wiki/101342.png
Vasco,Alexandre Juninho,MC MEI MD,21,68,Brazil,wiki/104243.png
Vasco,Lucena Alexander,GOL,23,65,Brazil,wiki/102143.png
Vasco,Riquelme Araujo,MD LE ZAG,20,65,Brazil,wiki/115105.png
Vasco,Lemos Eguinaldo,ATA MEI,18,65,Brazil,wiki/125446.png
Vasco,Marlon Gomes,MEI MC,19,65,Brazil,wiki/126998.png
Vasco,Matheus Miranda,ZAG,22,65,Brazil,wiki/99174.png
Vasco,Kaio Magno,ATA,23,62,Brazil,wiki/104246.png
Vasco,Rocha Ulisses,ZAG,23,62,Brazil,wiki/102144.png
Vasco,Lucas Oliveira,MEI MC,22,60,Brazil,wiki/missing_player.jpg
Vasco,Joao Laranjeira,MEI MC,22,59,Brazil,wiki/112073.png
Vasco,J P Galvao,ZAG,21,57,Brazil,wiki/missing_player.jpg
Vasco,Rocha Halls,GOL,23,57,Brazil,wiki/missing_player.jpg
Vasco,Ze Vitor,ATA,24,55,Brazil,wiki/113069.png
Vila Nova,Batista Alesson,PE MEI,23,72,Brazil,wiki/99112.png
Vila Nova,Joao Lourenco,PE MEI,25,72,Brazil,wiki/94610.png
Vila Nova,Rafael Donato,ZAG,33,70,Brazil,wiki/54734.jpg
Vila Nova,Alex Silva,MD MD ZAG,28,70,Brazil,wiki/73588.png
Vila Nova,Bossa Matheuzinho,PE MEI,29,70,Brazil,wiki/83836.png
Vila Nova,Bruno Collaco,MD LE ZAG,32,69,Brazil,wiki/41202.jpg
Vila Nova,Teles Ralf,MC MD,38,69,Brazil,wiki/41210.png
Vila Nova,Victor Andrade,ATA MEI,27,69,Brazil,wiki/56762.png
Vila Nova,Pedro Bambu,MD MC LD,35,68,Brazil,wiki/73392.jpg
Vila Nova,Azevedo Marlone,PE MEI,30,68,Brazil,wiki/63743.jpg
Vila Nova,Arthur Rezende,MEI MC,28,68,Brazil,wiki/82257.png
Vila Nova,Ferreira Wagner,MEI MC,37,67,Brazil,wiki/4608.png
Vila Nova,Goncalves Georgemy,GOL,27,67,Brazil,wiki/81980.png
Vila Nova,Alisson Cassiano,ZAG,28,66,Brazil,wiki/missing_player.jpg
Vila Nova,Barbosa Pablo,MC MEI MD,23,66,Brazil,wiki/missing_player.jpg
Vila Nova,Tony Batista,GOL,30,66,Brazil,wiki/69942.png
Vila Nova,Jean Silva,PD ATA,33,65,Brazil,wiki/77075.jpg
Vila Nova,Matheus Mancini,ZAG,28,65,Brazil,wiki/94648.png
Vila Nova,Pedro Campanelli,GOL,27,63,Brazil,wiki/missing_player.jpg
Vila Nova,Eduardo Domachowski,ZAG,24,62,Brazil,wiki/missing_player.jpg
Vila Nova,Neto Diogo,MD LD ZAG,24,62,Brazil,wiki/missing_player.jpg
Vila Nova,Johnatan Cardoso,PD MC,25,62,Brazil,wiki/missing_player.jpg
Vila Nova,Joao Pedro,MEI,24,62,Brazil,wiki/missing_player.jpg
Vila Nova,Joao Lucas,ATA ATA,22,60,Brazil,wiki/missing_player.jpg
Vila Nova,Felipe Trindade,MC MD,22,57,Brazil,wiki/missing_player.jpg
Vila Nova,Breno Silva,MC,21,57,Brazil,wiki/missing_player.jpg
Ituano,Rafael Pereira,ZAG,38,70,Brazil,wiki/58766.png
Ituano,Gerson Magrao,MD LE MEI ZAG,37,70,Brazil,wiki/28041.png
Ituano,Neto Berola,ATA MEI,35,70,Brazil,wiki/41227.jpg
Ituano,Bernardo Schappo,ZAG,23,68,Brazil,wiki/113098.png
Ituano,Lucas Siqueira,MC MD,34,68,Brazil,wiki/78926.jpg
Ituano,Rai Ramos,LD ZAG,28,66,Brazil,wiki/missing_player.jpg
Ituano,Elacio Cordoba,MD LD ZAG,29,66,Colombia,wiki/62753.jpg
Ituano,Santos Paulinho,ATA MEI,34,66,Brazil,wiki/68658.jpg
Ituano,Glauco Passos,GOL,27,65,Brazil,wiki/86957.jpg
Ituano,Bruno Lopes,ATA,27,65,Brazil,wiki/73864.png
Ituano,Mario Sergio,MD LE ZAG,28,65,Brazil,wiki/113100.png
Ituano,Andre Zuba,GOL,36,65,Brazil,wiki/68193.jpg
Ituano,Pereira Jeanderson,LE ZAG,31,65,Brazil,wiki/78657.jpg
Ituano,Guilherme Pacheco,MD LD ZAG,31,65,Brazil,wiki/113102.png
Ituano,Luciano Edinho,ATA,40,64,Brazil,wiki/47384.jpg
Ituano,Diego Noronha,MEI,30,59,Brazil,wiki/missing_player.jpg
Ituano,Filipe Costa,GOL,27,59,Brazil,wiki/missing_player.jpg
Ituano,Lucas Barboza,VOL ZAG,26,59,Brazil,wiki/missing_player.jpg
Ituano,Douglas Dias,ATA,25,52,Brazil,wiki/missing_player.jpg
Grêmio Novorizontino,Malaquias Ligger,ZAG,34,70,Brazil,wiki/104273.png
Grêmio Novorizontino,Diego Torres,MEI MC,32,70,Argentina,wiki/89541.png
Grêmio Novorizontino,Bruno Silva,ATA MEI,22,70,Brazil,wiki/99124.png
Grêmio Novorizontino,Silva Ronaldo,ATA,31,69,Brazil,wiki/51201.jpg
Grêmio Novorizontino,Douglas Baggio,ATA MEI,27,69,Brazil,wiki/80242.png
Grêmio Novorizontino,Jhony Douglas,MD MC ZAG,25,68,Brazil,wiki/94250.png
Grêmio Novorizontino,Lucas Frigeri,GOL,33,68,Brazil,wiki/68499.png
Grêmio Novorizontino,Aparecido Giovanni,GOL,35,68,Brazil,wiki/43654.png
Grêmio Novorizontino,Cardoso Joilson,ZAG,31,68,Brazil,wiki/73859.png
Grêmio Novorizontino,Rodolfo Filemon,ZAG,28,68,Brazil,wiki/102416.png
Grêmio Novorizontino,Patrick Vieira,MC ZAG,31,67,Brazil,wiki/65279.png
Grêmio Novorizontino,Lucas Tocantins,PE ATA,28,65,Brazil,wiki/missing_player.jpg
Grêmio Novorizontino,Willemen Lepo,MD MC LE,25,65,Brazil,wiki/98127.png
Grêmio Novorizontino,Leo Tocantins,PE ATA,23,64,Brazil,wiki/missing_player.jpg
Grêmio Novorizontino,Simao Romulo,ATA ATA,21,62,Brazil,wiki/122565.png
Grêmio Novorizontino,Pereira Lucas,GOL,24,62,Brazil,wiki/missing_player.jpg
Grêmio Novorizontino,Guilherme Cafe,ZAG,25,57,Brazil,wiki/missing_player.jpg
Grêmio Novorizontino,Elias Bidia,MC MD,30,57,Brazil,wiki/missing_player.jpg
Grêmio Novorizontino,Samuel Balbino,MD LE ZAG,28,55,Brazil,wiki/missing_player.jpg
Grêmio Novorizontino,Mauro Viana,ZAG,38,55,Brazil,wiki/missing_player.jpg
Grêmio Novorizontino,Henrique Carlinhos,MC MD,29,52,Brazil,wiki/missing_player.jpg
Mirassol,Santana Gabriel,MEI MC,33,74,Brazil,wiki/50827.png
Mirassol,Luiz Gustavo,VOL LD,28,72,Brazil,wiki/61064.png
Mirassol,Gedeao Luan,MEI MC,32,72,Brazil,wiki/61497.png
Mirassol,Diego Goncalves,PE ATA,28,72,Brazil,wiki/70476.png
Mirassol,Anderson Para,MD LE ZAG,27,71,Brazil,wiki/73582.png
Mirassol,Martins Ivan,MD LD LE,30,70,Brazil,wiki/54597.jpg
Mirassol,Farias Camilo,PE MEI,36,70,Brazil,wiki/34156.jpg
Mirassol,Kelven Thalisson,ZAG,24,69,Brazil,wiki/94611.png
Mirassol,Junior Silvinho,PE ATA,32,68,Brazil,wiki/47688.jpg
Mirassol,Aparecido Ivan,LD,30,68,Brazil,wiki/76941.jpg
Mirassol,Junior Todinho,ATA MEI,29,68,Brazil,wiki/94616.png
Mirassol,Rodrigo Ferreira,MD LD ZAG,27,67,Brazil,wiki/123713.png
Mirassol,Torres Darley,GOL,33,67,Brazil,wiki/36005.png
Mirassol,Caio Goncalves,GOL,25,67,Brazil,wiki/101267.png
Mirassol,Gabriel Gasparotto,GOL,29,67,Brazil,wiki/73869.png
Mirassol,Luiz Negueba,PE ATA,23,66,Brazil,wiki/102938.png
Mirassol,Luiz Fernando,LE MC MEI ZAG,29,65,Brazil,wiki/85798.png
Mirassol,Guimaraes Rodolfo,MEI MC,29,65,Brazil,wiki/68896.jpg
Mirassol,Matheus Oliveira,MEI MC,25,65,Brazil,wiki/90611.png
Mirassol,Mario Sergio,ATA MEI,27,65,Brazil,wiki/90480.png
Mirassol,Leo Duarte,MD LD ZAG,23,60,Brazil,wiki/113103.png
ABC,Marcio Azevedo,MD LE ZAG,36,72,Brazil,wiki/21284.png
ABC,Seabra Thallyson,MD ME LE,26,70,Brazil,wiki/90533.png
ABC,Jackson Caucaia,MC MD,35,69,Brazil,wiki/45739.png
ABC,Pionteck Wesley,MEI,26,69,Brazil,wiki/87032.png
ABC,Raphael Luz,MEI MC,33,69,Brazil,wiki/69032.jpg
ABC,Paulinho Moccelin,ATA ATA,28,69,Brazil,wiki/69021.jpg
ABC,Simao Bertelli,GOL,29,68,Brazil,wiki/101741.png
ABC,Nogueira Sueliton,ZAG,31,68,Brazil,wiki/78035.png
ABC,Jucimar Alemao,MD LD ZAG,32,67,Brazil,wiki/87912.png
ABC,Vinicius Alyson,MD MC PE ZAG,26,67,Brazil,wiki/104741.png
ABC,Felipe Garcia,ATA MEI,32,67,Brazil,wiki/95245.png
ABC,Matheus Anjos,MEI MC,24,67,Brazil,wiki/94643.png
ABC,Felipe Goncalves,MC MD,33,65,Brazil,wiki/39311_1266222382.jpg
ABC,Bruno Turco,MC MD,31,65,Brazil,wiki/48551.jpg
ABC,Dias Allan,MEI MC,34,65,Brazil,wiki/66382.jpg
ABC,Marcos Antonio,MD ME LE,34,65,Brazil,wiki/44210.jpg
ABC,Gustavo Hebling,MC MEI MD,26,65,Brazil,wiki/82341.png
ABC,Pinto Vinicius,MC,26,63,Brazil,wiki/missing_player.jpg
ABC,Bruno Souza,MD LD ZAG,25,63,Brazil,wiki/missing_player.jpg
ABC,Allef Rodrigues,LD LD,28,62,Brazil,wiki/missing_player.jpg
ABC,Guilherme Garre,PE MEI,29,62,Brazil,wiki/missing_player.jpg
ABC,Rodrigues Alan,ZAG,23,62,Brazil,wiki/missing_player.jpg
ABC,Vinicius Paulista,MC MD,26,62,Brazil,wiki/missing_player.jpg
ABC,Leandro Soares,MEI,25,60,Brazil,wiki/missing_player.jpg
ABC,Martin Thalys,MC,22,60,Brazil,wiki/missing_player.jpg
ABC,Ramon Baiano,ZAG,30,60,Brazil,wiki/missing_player.jpg
ABC,Silva Donato,ZAG,28,59,Brazil,wiki/missing_player.jpg
ABC,Diego Valderrama,MC MD,28,59,Brazil,wiki/missing_player.jpg
ABC,Alisson Silva,ATA,20,57,Brazil,wiki/missing_player.jpg
ABC,Alisson Baba,ZAG,21,55,Brazil,wiki/missing_player.jpg
ABC,Eduardo Marquinhos,VOL,22,55,Brazil,wiki/missing_player.jpg
ABC,Erick Santos,ATA,18,52,Brazil,wiki/missing_player.jpg
CSA,Brandao Élton,ATA,37,74,Brazil,wiki/41295.png
CSA,Faria Geovane,MC MD,33,72,Brazil,wiki/102163.png
CSA,Silveira Clayton,ATA ATA,27,72,Brazil,wiki/73794.png
CSA,Cicero Didira,MEI MC,34,71,Brazil,wiki/46959.jpg
CSA,Diego Renan,MD MD ZAG,32,70,Brazil,wiki/41230.jpg
CSA,Jonathan Lemos,MD LD ZAG,30,70,Brazil,wiki/90506.png
CSA,Rodrigo Rodrigues,ATA,26,69,Brazil,wiki/missing_player.jpg
CSA,Ananias Werley,ZAG,34,69,Brazil,wiki/39302.png
CSA,Felipe Augusto,MD LE MEI ZAG,30,68,Brazil,wiki/84754.png
CSA,Barbosa Rickson,MC MD,24,68,Brazil,wiki/102098.png
CSA,Lucas Dias,ZAG,27,68,Brazil,wiki/102113.png
CSA,Bruno Mota,MEI MC,27,68,Brazil,wiki/80330.jpg
CSA,Nascimento Geovane,MEI,24,67,Brazil,wiki/114554.png
CSA,Santos Geovane,MD MC ZAG,23,67,Brazil,wiki/missing_player.jpg
CSA,Dias Ernandes,MD ME LE,35,66,Brazil,wiki/45115.png
CSA,Belo Dalberto,ATA MEI,28,66,Brazil,wiki/102907.png
CSA,Ilson Cedric,MD LD ZAG,24,66,Brazil,wiki/90519.png
CSA,Batista Jean,GOL,22,62,Brazil,wiki/missing_player.jpg
CSA,Gabriel Oliveira,ZAG,23,62,Brazil,wiki/missing_player.jpg
CSA,Santos Gebson,ZAG,22,62,Brazil,wiki/missing_player.jpg
CRB,Diogo Silva,GOL,36,72,Brazil,wiki/58643.png
CRB,Correa Gilvan,ZAG,33,72,Brazil,wiki/77104.jpg
CRB,Severino Yago,MC MD,27,72,Brazil,wiki/87041.png
CRB,Raul Prata,MD MD ZAG,35,72,Brazil,wiki/73585.jpg
CRB,Anselmo Ramon,ATA,34,72,Brazil,wiki/50359.png
CRB,Junior Marcinho,PE ATA,27,72,Brazil,wiki/90570.png
CRB,Richard Rodrigues,ATA ATA,23,71,Brazil,wiki/99250.png
CRB,Rafael Longuine,MEI MC,32,70,Brazil,wiki/80729.png
CRB,Wellington Gum,ZAG,37,70,Brazil,wiki/18245.png
CRB,Lopes Reginaldo,MD LD ZAG,29,70,Brazil,wiki/73813.png
CRB,Nenatarvicius Mike,ATA MEI,29,70,Brazil,wiki/57981.png
CRB,Guilherme Romao,MD LE ZAG,25,70,Brazil,wiki/94675.png
CRB,Tormen Saimon,ZAG,31,69,Brazil,wiki/43641.png
CRB,Pimenta Martha,MD MC ZAG,25,69,Brazil,wiki/98007.png
CRB,Nicolas Careca,ATA,25,69,Brazil,wiki/101039.png
CRB,Junio Claudinei,MC MD,34,68,Brazil,wiki/58933.jpg
CRB,Jean Patrick,MD MC LD,30,68,Brazil,wiki/74667.jpg
CRB,Emerson Negueba,MEI,22,68,Brazil,wiki/missing_player.jpg
CRB,Diogo Hereda,MD LD ZAG,24,67,Brazil,wiki/missing_player.jpg
CRB,Iago Mendonca,ZAG,23,65,Brazil,wiki/108660.png
CRB,Henrique Arthur,GOL,25,65,Brazil,wiki/missing_player.jpg
CRB,Junior Celsinho,MD LD ZAG,34,65,Brazil,wiki/missing_player.jpg
CRB,Fernandes Bryan,MD LE ZAG,21,65,Brazil,wiki/missing_player.jpg
CRB,Almeida Wallace,MC MEI MD,21,63,Brazil,wiki/missing_player.jpg
CRB,Vitor Caetano,GOL,23,62,Brazil,wiki/102022.png
CRB,Matheus Mega,ZAG,23,62,Brazil,wiki/missing_player.jpg
CRB,Gustavo Apis,MEI,23,62,Brazil,wiki/missing_player.jpg
CRB,Jose Wellington,MD LD ZAG,21,57,Brazil,wiki/missing_player.jpg
CRB,Ferreira Ewerton,GOL,24,57,Brazil,wiki/missing_player.jpg
CRB,Davi Lessa,ATA,20,52,Brazil,wiki/missing_player.jpg
CRB,Ericles Rauan,MEI,21,52,Brazil,wiki/missing_player.jpg
Cotonsport,Alioum Boukar,GOL,32,72,Cameroon,wiki/missing_player.jpg
Cotonsport,Jacques Songo'o,GOL,28,66,Cameroon,wiki/missing_player.jpg
Cotonsport,Idriss Carlos Kameni,GOL,25,62,Cameroon,wiki/missing_player.jpg
Cotonsport,Bill Tchato,ZAG,33,69,Cameroon,wiki/missing_player.jpg
Cotonsport,Pierre Womé,ZAG,29,66,Cameroon,wiki/missing_player.jpg
Cotonsport,Rigobert Song,ZAG,36,73,Cameroon,wiki/missing_player.jpg
Cotonsport,Raymond Kalla,ZAG,21,61,Cameroon,wiki/missing_player.jpg
Cotonsport,Pierre Njanka,LE,20,62,Cameroon,wiki/missing_player.jpg
Cotonsport,Geremi Njitapo,LE,26,67,Cameroon,wiki/missing_player.jpg
Cotonsport,Lucien Mettomo,LD,18,63,Cameroon,wiki/missing_player.jpg
Cotonsport,Joseph Ndo,LD,32,71,Cameroon,wiki/missing_player.jpg
Cotonsport,Lauren,VOL,22,65,Cameroon,wiki/missing_player.jpg
Cotonsport,Joël Epalle,VOL,26,66,Cameroon,wiki/missing_player.jpg
Cotonsport,Nicolas Alnoudji,MC,30,67,Cameroon,wiki/missing_player.jpg
Cotonsport,Marc-Vivien Foé,MC,18,63,Cameroon,wiki/missing_player.jpg
Cotonsport,Eric Djemba-Djemba,MEI,25,66,Cameroon,wiki/missing_player.jpg
Cotonsport,Salomon Olembé,MEI,29,68,Cameroon,wiki/missing_player.jpg
Cotonsport,Daniel Ngom Kome,PE,24,63,Cameroon,wiki/missing_player.jpg
Cotonsport,Patrick Mboma,PD,31,70,Cameroon,wiki/missing_player.jpg
Cotonsport,Pius N'Diefi,ATA,19,62,Cameroon,wiki/missing_player.jpg
